player_key,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,rosterstatus,games_played_current_season_flag,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,draft_date
1627746,Skal,Labissiere,Skal Labissiere,"Labissiere, Skal",S. Labissiere,skal-labissiere,1996-03-18T00:00:00,Kentucky,Haiti,Kentucky/Haiti,208.28,235.0,6,,Inactive,N,skal_labissiere,2016,2024,Y,Y,Y,2016,1,28,N,2016-06-23
1628539,Mychal,Mulder,Mychal Mulder,"Mulder, Mychal",M. Mulder,mychal-mulder,1994-06-12T00:00:00,Kentucky,Canada,Kentucky/Canada,190.5,195.0,4,12.0,Inactive,N,mychal_mulder,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1627750,Jamal,Murray,Jamal Murray,"Murray, Jamal",J. Murray,jamal-murray,1997-02-23T00:00:00,Kentucky,Canada,Kentucky/Canada,193.04,215.0,9,27.0,Active,Y,jamal_murray,2016,2025,N,Y,Y,2016,1,7,N,2016-06-23
1627738,Deyonta,Davis,Deyonta Davis,"Davis, Deyonta",D. Davis,deyonta-davis,1996-12-02T00:00:00,Michigan State,USA,Michigan State/USA,210.82,237.0,4,,Inactive,N,deyonta_davis,2016,2018,Y,Y,Y,2016,2,31,N,2016-06-23
1629010,Jerome,Robinson,Jerome Robinson,"Robinson, Jerome",J. Robinson,jerome-robinson,1997-02-22T00:00:00,Boston College,USA,Boston College/USA,195.57999999999998,190.0,5,18.0,Inactive,N,jerome_robinson,2018,2023,Y,Y,Y,2018,1,13,N,2018-06-21
1629719,Devontae,Cacok,Devontae Cacok,"Cacok, Devontae",D. Cacok,devontae-cacok,1996-10-08T00:00:00,UNC-Wilmington,USA,North Carolina-Wilmington/USA,200.66,240.0,4,18.0,Inactive,N,davontae_cacok,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629603,Mamadi,Diakite,Mamadi Diakite,"Diakite, Mamadi",M. Diakite,mamadi-diakite,1997-01-21T00:00:00,Virginia,Guinea,Virginia/Guinea,205.74,228.0,5,21.0,Inactive,Y,mamadi_diakite,2020,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628449,Chris,Boucher,Chris Boucher,"Boucher, Chris",C. Boucher,chris-boucher,1993-01-11T00:00:00,Oregon,Saint Lucia,Oregon/Saint Lucia,203.2,200.0,8,25.0,Active,Y,chris_boucher,2017,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628537,Jaylen,Morris,Jaylen Morris,"Morris, Jaylen",J. Morris,jaylen-morris,1995-09-19T00:00:00,Molloy,USA,Molloy/USA,195.57999999999998,185.0,3,,Inactive,N,jaylen_morris,2017,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1627733,Dragan,Bender,Dragan Bender,"Bender, Dragan",D. Bender,dragan-bender,1997-11-17T00:00:00,Maccabi Tel Aviv,Croatia,Maccabi Tel Aviv/Croatia,213.36,249.0,4,,Inactive,N,dragan_bender,2016,2019,Y,Y,Y,2016,1,4,N,2016-06-23
1627826,Ivica,Zubac,Ivica Zubac,"Zubac, Ivica",I. Zubac,ivica-zubac,1997-03-18T00:00:00,Mega Basket,Croatia,Mega Basket/Croatia,213.36,240.0,9,40.0,Active,Y,ivica_zubac,2016,2025,Y,Y,Y,2016,2,32,N,2016-06-23
1627790,Ante,Zizic,Ante Zizic,"Zizic, Ante",A. Zizic,ante-zizic,1997-01-04T00:00:00,Darussafaka,Croatia,Darussafaka/Croatia,208.28,266.0,4,41.0,Inactive,N,ante_zizic,2017,2019,Y,Y,Y,2016,1,23,N,2016-06-23
1627823,Juancho,Hernangomez,Juancho Hernangomez,"Hernangomez, Juancho",J. Hernangomez,juancho-hernangomez,1995-09-28T00:00:00,Estudiantes,Spain,Estudiantes/Spain,205.74,214.0,7,,Inactive,N,juan_hernangomez,2016,2022,Y,Y,Y,2016,1,15,N,2016-06-23
1627748,Thon,Maker,Thon Maker,"Maker, Thon",T. Maker,thon-maker,1997-02-25T00:00:00,Athlete Institute Prep,South Sudan,Athlete Institute Prep/South Sudan,213.36,221.0,6,,Inactive,N,thon_maker,2016,2020,Y,Y,Y,2016,1,10,N,2016-06-23
1627824,Guerschon,Yabusele,Guerschon Yabusele,"Yabusele, Guerschon",G. Yabusele,guerschon-yabusele,1995-12-17T00:00:00,"Rouen, France",France,"Rouen, France/France",200.66,265.0,3,28.0,Active,Y,guerschon_yabusele,2016,2025,Y,Y,Y,2016,1,16,N,2016-06-23
1627834,Georgios,Papagiannis,Georgios Papagiannis,"Papagiannis, Georgios",G. Papagiannis,georgios-papagiannis,1997-07-03T00:00:00,Panathinaikos,Greece,Panathinaikos/Greece,215.9,240.0,2,19.0,Inactive,N,georgios_papagiannis,2016,2017,Y,Y,Y,2016,1,13,N,2016-06-23
203705,Josh,Magette,Josh Magette,"Magette, Josh",J. Magette,josh-magette,1989-11-28T00:00:00,Alabama Huntsville,USA,Alabama-Huntsville/USA,185.42,160.0,2,,Inactive,N,josh_magette,2017,2019,Y,Y,Y,2012,0,0,N,2012-06-28
1627817,Tim,Quarterman,Tim Quarterman,"Quarterman, Tim",T. Quarterman,tim-quarterman,1994-10-27T00:00:00,Louisiana State,USA,Louisiana State/USA,198.12,190.0,2,,Inactive,N,tim_quarterman,2016,2017,Y,Y,Y,2016,,,N,2016-06-23
1629065,Ky,Bowman,Ky Bowman,"Bowman, Ky",K. Bowman,ky-bowman,1997-06-16T00:00:00,Boston College,USA,Boston College/USA,185.42,187.0,2,12.0,Inactive,N,ky_bowman,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628369,Jayson,Tatum,Jayson Tatum,"Tatum, Jayson",J. Tatum,jayson-tatum,1998-03-03T00:00:00,Duke,USA,Duke/USA,203.2,210.0,8,0.0,Active,N,jayson_tatum,2017,2025,N,Y,Y,2017,1,3,N,2017-06-22
1628385,Harry,Giles III,Harry Giles III,"Giles III, Harry",H. Giles III,harry-giles-iii,1998-04-22T00:00:00,Duke,USA,Duke/USA,208.28,240.0,5,20.0,Inactive,Y,harry_giles,2017,2023,Y,Y,Y,2017,1,20,N,2017-06-22
1628402,Frank,Jackson,Frank Jackson,"Jackson, Frank",F. Jackson,frank-jackson,1998-05-04T00:00:00,Duke,USA,Duke/USA,190.5,205.0,5,,Inactive,N,frank_jackson,2017,2022,Y,Y,Y,2017,2,31,N,2017-06-22
1629716,Marques,Bolden,Marques Bolden,"Bolden, Marques",M. Bolden,marques-bolden,1998-04-17T00:00:00,Duke,USA,Duke/USA,208.28,249.0,4,12.0,Inactive,Y,marques_bolden,2019,2023,Y,Y,Y,2019,,,N,2019-06-20
1631298,Jack,White,Jack White,"White, Jack",J. White,jack-white,1997-08-05T00:00:00,Duke,Australia,Duke/Australia,198.12,225.0,2,,Inactive,N,jack_white,2022,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628371,Jonathan,Isaac,Jonathan Isaac,"Isaac, Jonathan",J. Isaac,jonathan-isaac,1997-10-03T00:00:00,Florida State,USA,Florida State/USA,208.28,230.0,8,1.0,Active,Y,jonathan_isaac,2017,2025,Y,Y,Y,2017,1,6,N,2017-06-22
1630235,Trent,Forrest,Trent Forrest,"Forrest, Trent",T. Forrest,trent-forrest,1998-06-12T00:00:00,Florida State,USA,Florida State/USA,193.04,210.0,5,2.0,Inactive,N,trent_forrest,2020,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629662,Mfiondu,Kabengele,Mfiondu Kabengele,"Kabengele, Mfiondu",M. Kabengele,mfiondu-kabengele,1997-08-14T00:00:00,Florida State,Canada,Florida State/Canada,208.28,250.0,4,28.0,Inactive,N,mfiondu_kabengele,2019,2022,Y,Y,Y,2019,1,27,N,2019-06-20
1629006,Josh,Okogie,Josh Okogie,"Okogie, Josh",J. Okogie,josh-okogie,1998-09-01T00:00:00,Georgia Tech,Nigeria,Georgia Tech/Nigeria,193.04,213.0,7,20.0,Active,Y,josh_okogie,2018,2025,N,Y,Y,2018,1,20,N,2018-06-21
1628971,Bruce,Brown,Bruce Brown,"Brown, Bruce",B. Brown,bruce-brown,1996-08-15T00:00:00,Miami,USA,Miami/USA,193.04,202.0,7,11.0,Active,Y,bruce_brown,2018,2025,Y,Y,Y,2018,2,42,N,2018-06-21
1629608,Dewan,Hernandez,Dewan Hernandez,"Hernandez, Dewan",D. Hernandez,dewan-hernandez,1996-12-09T00:00:00,Miami,USA,Miami/USA,208.28,235.0,2,20.0,Inactive,N,dewan_hernandez,2019,2019,Y,Y,Y,2019,2,59,N,2019-06-20
1628396,Tony,Bradley,Tony Bradley,"Bradley, Tony",T. Bradley,tony-bradley,1998-01-08T00:00:00,North Carolina,USA,North Carolina/USA,208.28,248.0,7,13.0,Active,Y,tony_bradley,2017,2025,Y,Y,Y,2017,1,28,N,2017-06-22
1628372,Dennis,Smith Jr.,Dennis Smith Jr.,"Smith Jr., Dennis",D. Smith Jr.,dennis-smith-jr,1997-11-25T00:00:00,North Carolina State,USA,North Carolina State/USA,190.5,205.0,8,4.0,Inactive,Y,dennis_smith_jr,2017,2023,N,Y,Y,2017,1,9,N,2017-06-22
1629657,Kyle,Guy,Kyle Guy,"Guy, Kyle",K. Guy,kyle-guy,1997-08-11T00:00:00,Virginia,USA,Virginia/USA,185.42,167.0,4,,Inactive,N,kyle_guy,2019,2021,Y,Y,Y,2019,2,55,N,2019-06-20
1630643,Jay,Huff,Jay Huff,"Huff, Jay",J. Huff,jay-huff,1997-08-25T00:00:00,Virginia,USA,Virginia/USA,215.9,240.0,4,32.0,Active,Y,jay_huff,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629631,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,200.66,221.0,6,12.0,Active,Y,deandre_hunter,2019,2025,N,Y,Y,2019,1,4,N,2019-06-20
1629660,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,195.57999999999998,195.0,6,2.0,Active,Y,ty_jerome,2019,2025,Y,Y,Y,2019,1,24,N,2019-06-20
1629622,Max,Strus,Max Strus,"Strus, Max",M. Strus,max-strus,1996-03-28T00:00:00,DePaul,USA,DePaul/USA,195.57999999999998,215.0,6,1.0,Active,N,max_strus,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,200.66,217.0,4,30.0,Active,Y,sam_hauser,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630210,Markus,Howard,Markus Howard,"Howard, Markus",M. Howard,markus-howard,1999-03-03T00:00:00,Marquette,USA,Marquette/USA,177.8,175.0,3,0.0,Inactive,N,markus_howard,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629619,Myles,Powell,Myles Powell,"Powell, Myles",M. Powell,myles-powell,1997-07-07T00:00:00,Seton Hall,USA,Seton Hall/USA,187.96,195.0,2,5.0,Inactive,N,myles_powell,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629016,Omari,Spellman,Omari Spellman,"Spellman, Omari",O. Spellman,omari-spellman,1997-07-21T00:00:00,Villanova,USA,Villanova/USA,203.2,245.0,3,14.0,Inactive,N,omari_spellman,2018,2019,Y,Y,Y,2018,1,30,N,2018-06-21
1629057,Robert,Williams III,Robert Williams III,"Williams III, Robert",R. Williams III,robert-williams-iii,1997-10-17T00:00:00,Texas A&M,USA,Texas A&M/USA,205.74,249.0,7,35.0,Active,N,robert_williams,2018,2025,Y,Y,Y,2018,1,27,N,2018-06-21
1629648,Jordan,Bone,Jordan Bone,"Bone, Jordan",J. Bone,jordan-bone,1997-11-05T00:00:00,Tennessee,USA,Tennessee/USA,187.96,180.0,2,,Inactive,N,jordan_bone,2019,2020,Y,Y,Y,2019,2,57,N,2019-06-20
1629684,Grant,Williams,Grant Williams,"Williams, Grant",G. Williams,grant-williams,1998-11-30T00:00:00,Tennessee,USA,Tennessee/USA,200.66,236.0,6,2.0,Active,N,grant_williams,2019,2025,N,Y,Y,2019,1,22,N,2019-06-20
1630296,Braxton,Key,Braxton Key,"Key, Braxton",B. Key,braxton-key,1997-02-14T00:00:00,Virginia,USA,Virginia/USA,203.2,225.0,5,12.0,Inactive,Y,braxton_key,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629607,Jared,Harper,Jared Harper,"Harper, Jared",J. Harper,jared-harper,1997-09-14T00:00:00,Auburn,USA,Auburn/USA,177.8,175.0,4,2.0,Inactive,N,jared_harper,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,190.5,185.0,8,4.0,Active,N,de'aaron_fox,2017,2025,N,Y,Y,2017,1,5,N,2017-06-22
1628389,Bam,Adebayo,Bam Adebayo,"Adebayo, Bam",B. Adebayo,bam-adebayo,1997-07-18T00:00:00,Kentucky,USA,Kentucky/USA,205.74,255.0,8,13.0,Active,Y,bam_adebayo,2017,2025,N,Y,Y,2017,1,14,N,2017-06-22
1628370,Malik,Monk,Malik Monk,"Monk, Malik",M. Monk,malik-monk,1998-02-04T00:00:00,Kentucky,USA,Kentucky/USA,190.5,200.0,8,0.0,Active,Y,malik_monk,2017,2025,Y,Y,Y,2017,1,11,N,2017-06-22
1629117,Wenyen,Gabriel,Wenyen Gabriel,"Gabriel, Wenyen",W. Gabriel,wenyen-gabriel,1997-03-26T00:00:00,Kentucky,South Sudan,Kentucky/South Sudan,205.74,205.0,5,,Inactive,N,wenyen_gabriel,2018,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1641871,Duop,Reath,Duop Reath,"Reath, Duop",D. Reath,duop-reath,1996-06-26T00:00:00,Louisiana State,South Sudan,Louisiana State/South Sudan,205.74,245.0,2,26.0,Active,Y,duop_reath,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630219,Skylar,Mays,Skylar Mays,"Mays, Skylar",S. Mays,skylar-mays,1997-09-05T00:00:00,Louisiana State,USA,Louisiana State/USA,190.5,205.0,5,4.0,Inactive,N,skylar_mays,2020,2023,Y,Y,Y,2020,2,50,N,2020-11-18
1628367,Josh,Jackson,Josh Jackson,"Jackson, Josh",J. Jackson,josh-jackson,1997-02-10T00:00:00,Kansas,USA,Kansas/USA,203.2,207.0,6,55.0,Inactive,N,josh_jackson,2017,2021,Y,Y,Y,2017,1,4,N,2017-06-22
1628962,Udoka,Azubuike,Udoka Azubuike,"Azubuike, Udoka",U. Azubuike,udoka-azubuike,1999-09-17T00:00:00,Kansas,Nigeria,Kansas/Nigeria,210.82,270.0,5,27.0,Inactive,N,udoka_azubuike,2020,2023,Y,Y,Y,2020,1,27,N,2020-11-18
1630270,Xavier,Sneed,Xavier Sneed,"Sneed, Xavier",X. Sneed,xavier-sneed,1997-12-21T00:00:00,Kansas State,USA,Kansas State/USA,195.57999999999998,215.0,3,19.0,Inactive,N,xavier_sneed,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630322,Lindy,Waters III,Lindy Waters III,"Waters III, Lindy",L. Waters III,lindy-waters-iii,1997-07-28T00:00:00,Oklahoma State,USA,Oklahoma State/USA,195.57999999999998,210.0,4,43.0,Active,Y,lindy_waters_iii,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630217,Desmond,Bane,Desmond Bane,"Bane, Desmond",D. Bane,desmond-bane,1998-06-25T00:00:00,TCU,USA,TCU/USA,198.12,215.0,5,3.0,Active,Y,desmond_bane,2020,2025,N,Y,Y,2020,1,30,N,2020-11-18
1628386,Jarrett,Allen,Jarrett Allen,"Allen, Jarrett",J. Allen,jarrett-allen,1998-04-21T00:00:00,Texas,USA,Texas/USA,205.74,243.0,8,31.0,Active,Y,jarrett_allen,2017,2025,N,Y,Y,2017,1,22,N,2017-06-22
1628959,Rawle,Alkins,Rawle Alkins,"Alkins, Rawle",R. Alkins,rawle-alkins,1997-10-29T00:00:00,Arizona,USA,Arizona/USA,195.57999999999998,225.0,2,20.0,Inactive,N,rawle_alkins,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628424,Kobi,Simmons,Kobi Simmons,"Simmons, Kobi",K. Simmons,kobi-simmons,1997-07-04T00:00:00,Arizona,USA,Arizona/USA,195.57999999999998,180.0,4,,Inactive,N,kobi_simmons,2017,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628374,Lauri,Markkanen,Lauri Markkanen,"Markkanen, Lauri",L. Markkanen,lauri-markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,215.9,240.0,8,23.0,Active,Y,lauri_markkanen,2017,2025,N,Y,Y,2017,1,7,N,2017-06-22
1630202,Payton,Pritchard,Payton Pritchard,"Pritchard, Payton",P. Pritchard,payton-pritchard,1998-01-28T00:00:00,Oregon,USA,Oregon/USA,185.42,195.0,5,11.0,Active,Y,payton_pritchard,2020,2025,N,Y,Y,2020,1,26,N,2020-11-18
1629076,Tyler,Cook,Tyler Cook,"Cook, Tyler",T. Cook,tyler-cook,1997-09-23T00:00:00,Iowa,USA,Iowa/USA,203.2,255.0,4,25.0,Inactive,N,tyler_cook,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,198.12,198.0,7,13.0,Active,Y,kevin_huerter,2018,2025,N,Y,Y,2018,1,19,N,2018-06-21
1630216,Cassius,Winston,Cassius Winston,"Winston, Cassius",C. Winston,cassius-winston,1998-02-28T00:00:00,Michigan State,USA,Michigan State/USA,185.42,185.0,3,5.0,Inactive,N,cassius_winston,2020,2021,Y,Y,Y,2020,2,53,N,2020-11-18
1628970,Miles,Bridges,Miles Bridges,"Bridges, Miles",M. Bridges,miles-bridges,1998-03-21T00:00:00,Michigan State,USA,Michigan State/USA,200.66,225.0,6,0.0,Active,Y,miles_bridges,2018,2025,N,Y,Y,2018,1,12,N,2018-06-21
1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,200.66,210.0,6,17.0,Active,Y,amir_coffey,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629676,Isaiah,Roby,Isaiah Roby,"Roby, Isaiah",I. Roby,isaiah-roby,1998-02-03T00:00:00,Nebraska,USA,Nebraska/USA,203.2,230.0,5,18.0,Inactive,N,roby_isaiah,2019,2022,Y,Y,Y,2019,2,45,N,2019-06-20
1630695,Micah,Potter,Micah Potter,"Potter, Micah",M. Potter,micah-potter,1998-04-06T00:00:00,Wisconsin,USA,Wisconsin/USA,205.74,248.0,5,25.0,Inactive,Y,micah_potter,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630205,Lamar,Stevens,Lamar Stevens,"Stevens, Lamar",L. Stevens,lamar-stevens,1997-07-09T00:00:00,Penn State,USA,Penn State/USA,200.66,230.0,6,8.0,Inactive,N,lamar_stevens,2020,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629035,Carsen,Edwards,Carsen Edwards,"Edwards, Carsen",C. Edwards,carsen-edwards,1998-03-12T00:00:00,Purdue,USA,Purdue/USA,180.34,200.0,4,4.0,Inactive,N,carsen_edwards,2019,2021,Y,Y,Y,2019,2,33,N,2019-06-20
1630647,Eugene,Omoruyi,Eugene Omoruyi,"Omoruyi, Eugene",E. Omoruyi,eugene-omoruyi,1997-02-14T00:00:00,Oregon,Nigeria,Oregon/Nigeria,198.12,235.0,4,97.0,Inactive,Y,eugene_omoruyi,2021,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628366,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,lonzo-ball,1997-10-27T00:00:00,UCLA,USA,UCLA/USA,195.57999999999998,190.0,8,2.0,Active,Y,lonzo_ball,2017,2025,N,Y,Y,2017,1,2,N,2017-06-22
1628387,Ike,Anigbogu,Ike Anigbogu,"Anigbogu, Ike",I. Anigbogu,ike-anigbogu,1998-10-16T00:00:00,UCLA,USA,UCLA/USA,208.28,250.0,3,,Inactive,N,ike_anigbogu,2017,2018,Y,Y,Y,2017,2,47,N,2017-06-22
1628388,T.J.,Leaf,T.J. Leaf,"Leaf, T.J.",T. Leaf,tj-leaf,1997-04-30T00:00:00,UCLA,USA,UCLA/USA,208.28,222.0,5,18.0,Inactive,N,tj_leaf,2017,2020,Y,Y,Y,2017,1,18,N,2017-06-22
1629001,De'Anthony,Melton,De'Anthony Melton,"Melton, De'Anthony",D. Melton,deanthony-melton,1998-05-28T00:00:00,Southern California,USA,Southern California/USA,187.96,200.0,7,8.0,Active,N,deanthony_melton,2018,2025,Y,Y,Y,2018,2,46,N,2018-06-21
1630190,Elijah,Hughes,Elijah Hughes,"Hughes, Elijah",E. Hughes,elijah-hughes,1998-03-10T00:00:00,Syracuse,USA,Syracuse/USA,195.57999999999998,215.0,3,19.0,Inactive,N,elijah_hughes,2020,2021,Y,Y,Y,2020,2,39,N,2020-11-18
1629717,Armoni,Brooks,Armoni Brooks,"Brooks, Armoni",A. Brooks,armoni-brooks,1998-06-05T00:00:00,Houston,USA,Houston/USA,190.5,195.0,3,,Inactive,N,armoni_brooks,2020,2023,Y,Y,Y,2019,,,N,2019-06-20
1630559,Austin,Reaves,Austin Reaves,"Reaves, Austin",A. Reaves,austin-reaves,1998-05-29T00:00:00,Oklahoma,USA,Oklahoma/USA,195.57999999999998,197.0,4,15.0,Active,Y,austin_reaves,2021,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630238,Malik,Fitts,Malik Fitts,"Fitts, Malik",M. Fitts,malik-fitts,1997-07-04T00:00:00,St. Mary's College,USA,St. Mary's College/USA,195.57999999999998,230.0,3,8.0,Inactive,N,malik_fitts,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628961,Kostas,Antetokounmpo,Kostas Antetokounmpo,"Antetokounmpo, Kostas",K. Antetokounmpo,kostas-antetokounmpo,1997-11-20T00:00:00,Dayton,Greece,Dayton/Greece,208.28,200.0,4,37.0,Inactive,N,kostas_antetokounmpo,2018,2020,Y,Y,Y,2018,2,60,N,2018-06-21
1629718,Charlie,Brown Jr.,Charlie Brown Jr.,"Brown Jr., Charlie",C. Brown Jr.,charlie-brown-jr,1997-02-02T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,198.12,199.0,5,4.0,Inactive,N,charles_brown,2019,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628365,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,markelle-fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,193.04,209.0,9,20.0,Inactive,N,markelle_fultz,2017,2024,N,Y,Y,2017,1,1,N,2017-06-22
1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,203.2,230.0,6,28.0,Active,Y,rui_hachimura,2019,2025,N,Y,Y,2019,1,9,N,2019-06-20
1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,205.74,250.0,8,12.0,Active,Y,zach_collins,2017,2025,Y,Y,Y,2017,1,10,N,2017-06-22
1629681,Killian,Tillie,Killian Tillie,"Tillie, Killian",K. Tillie,killian-tillie,1998-03-05T00:00:00,Gonzaga,France,Gonzaga/France,205.74,220.0,3,35.0,Inactive,N,killian_tillie,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630201,Malachi,Flynn,Malachi Flynn,"Flynn, Malachi",M. Flynn,malachi-flynn,1998-05-09T00:00:00,San Diego State,USA,San Diego State/USA,185.42,185.0,4,,Inactive,Y,malachi_flynn,2020,2024,Y,Y,Y,2020,1,29,N,2020-11-18
1629667,Jalen,McDaniels,Jalen McDaniels,"McDaniels, Jalen",J. McDaniels,jalen-mcdaniels,1998-01-31T00:00:00,San Diego State,USA,San Diego State/USA,205.74,190.0,7,,Inactive,Y,jalen_mcdaniels,2019,2024,Y,Y,Y,2019,2,52,N,2019-06-20
1630259,Jordan,Ford,Jordan Ford,"Ford, Jordan",J. Ford,jordan-ford,1998-05-26T00:00:00,St. Mary's College,USA,St. Mary's College/USA,185.42,175.0,2,31.0,Inactive,N,jordan_ford,2023,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630241,Sam,Merrill,Sam Merrill,"Merrill, Sam",S. Merrill,sam-merrill,1996-05-15T00:00:00,Utah State,USA,Utah State/USA,193.04,205.0,5,5.0,Active,Y,sam_merrill,2020,2025,Y,Y,Y,2020,2,60,N,2020-11-18
1630288,Jeff,Dowtin Jr.,Jeff Dowtin Jr.,"Dowtin Jr., Jeff",J. Dowtin Jr.,jeff-dowtin-jr,1997-05-10T00:00:00,Rhode Island,USA,Rhode Island/USA,190.5,177.0,5,11.0,Inactive,N,jeff_dowtin,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630237,Anthony,Lamb,Anthony Lamb,"Lamb, Anthony",A. Lamb,anthony-lamb,1998-01-20T00:00:00,Vermont,USA,Vermont/USA,198.12,227.0,4,40.0,Inactive,N,anthony_lamb,2020,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1631386,Tazé,Moore,Tazé Moore,"Moore, Tazé",T. Moore,tazé-moore,1998-06-29T00:00:00,Houston,USA,Houston/USA,195.57999999999998,195.0,1,,Inactive,Y,taze_moore,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1629671,Miye,Oni,Miye Oni,"Oni, Miye",M. Oni,miye-oni,1997-08-04T00:00:00,Yale,USA,Yale/USA,195.57999999999998,206.0,4,,Inactive,Y,miye_oni,2019,2021,Y,Y,Y,2019,2,58,N,2019-06-20
1630696,Dru,Smith,Dru Smith,"Smith, Dru",D. Smith,dru-smith,1997-12-30T00:00:00,Missouri,USA,Missouri/USA,187.96,203.0,3,12.0,Active,Y,dru_smith,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1630639,A.J.,Lawson,A.J. Lawson,"Lawson, A.J.",A. Lawson,aj-lawson,2000-07-15T00:00:00,South Carolina,Canada,South Carolina/Canada,198.12,179.0,3,0.0,Active,Y,aj_lawson,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
1628993,Alize,Johnson,Alize Johnson,"Johnson, Alize",A. Johnson,alize-johnson,1996-04-22T00:00:00,Missouri State,USA,Missouri State/USA,203.2,212.0,6,,Inactive,Y,alize_johnson,2018,2022,Y,Y,Y,2018,2,50,N,2018-06-21
1630268,Nate,Darling,Nate Darling,"Darling, Nate",N. Darling,nate-darling,1998-08-30T00:00:00,Delaware,Canada,Delaware/Canada,198.12,200.0,2,30.0,Inactive,Y,nate_darling,2020,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,
