,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
643,1629608,Dewan,Hernandez,Dewan Hernandez,"Hernandez, Dewan",D. Hernandez,dewan-hernandez,1996-12-09T00:00:00,Miami,USA,Miami/USA,6-10,235,2,20,Center-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,dewan_hernandez,2019,2019,Y,Y,Y,2019,2,59,N
644,1628396,Tony,Bradley,Tony Bradley,"Bradley, Tony",T. Bradley,tony-bradley,1998-01-08T00:00:00,North Carolina,USA,North Carolina/USA,6-10,248,7,13,Center-Forward,Active,Y,1610612754,Pacers,IND,pacers,Indiana,tony_bradley,2017,2025,Y,Y,Y,2017,1,28,N
645,1628372,Dennis,Smith Jr.,Dennis Smith Jr.,"Smith Jr., Dennis",D. Smith Jr.,dennis-smith-jr,1997-11-25T00:00:00,North Carolina State,USA,North Carolina State/USA,6-3,205,8,4,Guard,Inactive,Y,1610612751,Nets,BKN,nets,Brooklyn,dennis_smith_jr,2017,2023,N,Y,Y,2017,1,9,N
646,1629657,Kyle,Guy,Kyle Guy,"Guy, Kyle",K. Guy,kyle-guy,1997-08-11T00:00:00,Virginia,USA,Virginia/USA,6-1,167,4,,Guard,Inactive,N,0,,,,,kyle_guy,2019,2021,Y,Y,Y,2019,2,55,N
647,1630643,Jay,Huff,Jay Huff,"Huff, Jay",J. Huff,jay-huff,1997-08-25T00:00:00,Virginia,USA,Virginia/USA,7-1,240,4,32,Center,Active,Y,1610612754,Pacers,IND,pacers,Indiana,jay_huff,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
648,1629631,De'Andre,Hunter,De'Andre Hunter,"Hunter, De'Andre",D. Hunter,deandre-hunter,1997-12-02T00:00:00,Virginia,USA,Virginia/USA,6-7,221,6,12,Forward-Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,deandre_hunter,2019,2025,N,Y,Y,2019,1,4,N
649,1629660,Ty,Jerome,Ty Jerome,"Jerome, Ty",T. Jerome,ty-jerome,1997-07-08T00:00:00,Virginia,USA,Virginia/USA,6-5,195,6,2,Guard-Forward,Active,Y,1610612763,Grizzlies,MEM,grizzlies,Memphis,ty_jerome,2019,2025,Y,Y,Y,2019,1,24,N
650,1629622,Max,Strus,Max Strus,"Strus, Max",M. Strus,max-strus,1996-03-28T00:00:00,DePaul,USA,DePaul/USA,6-5,215,6,1,Guard-Forward,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,max_strus,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
651,1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217,4,30,Forward,Active,Y,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
652,1630210,Markus,Howard,Markus Howard,"Howard, Markus",M. Howard,markus-howard,1999-03-03T00:00:00,Marquette,USA,Marquette/USA,5-10,175,3,00,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,markus_howard,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
653,1629619,Myles,Powell,Myles Powell,"Powell, Myles",M. Powell,myles-powell,1997-07-07T00:00:00,Seton Hall,USA,Seton Hall/USA,6-2,195,2,5,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,myles_powell,2021,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
654,1629016,Omari,Spellman,Omari Spellman,"Spellman, Omari",O. Spellman,omari-spellman,1997-07-21T00:00:00,Villanova,USA,Villanova/USA,6-8,245,3,14,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,omari_spellman,2018,2019,Y,Y,Y,2018,1,30,N
655,1629057,Robert,Williams III,Robert Williams III,"Williams III, Robert",R. Williams III,robert-williams-iii,1997-10-17T00:00:00,Texas A&M,USA,Texas A&M/USA,6-9,249,7,35,Center-Forward,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,robert_williams,2018,2025,Y,Y,Y,2018,1,27,N
656,1629648,Jordan,Bone,Jordan Bone,"Bone, Jordan",J. Bone,jordan-bone,1997-11-05T00:00:00,Tennessee,USA,Tennessee/USA,6-2,180,2,,Guard,Inactive,N,0,,,,,jordan_bone,2019,2020,Y,Y,Y,2019,2,57,N
657,1629684,Grant,Williams,Grant Williams,"Williams, Grant",G. Williams,grant-williams,1998-11-30T00:00:00,Tennessee,USA,Tennessee/USA,6-7,236,6,2,Forward,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,grant_williams,2019,2025,N,Y,Y,2019,1,22,N
658,1630296,Braxton,Key,Braxton Key,"Key, Braxton",B. Key,braxton-key,1997-02-14T00:00:00,Virginia,USA,Virginia/USA,6-8,225,5,12,Forward,Inactive,Y,1610612744,Warriors,GSW,warriors,Golden State,braxton_key,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
659,1629607,Jared,Harper,Jared Harper,"Harper, Jared",J. Harper,jared-harper,1997-09-14T00:00:00,Auburn,USA,Auburn/USA,5-10,175,4,2,Guard,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,jared_harper,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
660,1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185,8,4,Guard,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,de'aaron_fox,2017,2025,N,Y,Y,2017,1,5,N
661,1628389,Bam,Adebayo,Bam Adebayo,"Adebayo, Bam",B. Adebayo,bam-adebayo,1997-07-18T00:00:00,Kentucky,USA,Kentucky/USA,6-9,255,8,13,Center-Forward,Active,Y,1610612748,Heat,MIA,heat,Miami,bam_adebayo,2017,2025,N,Y,Y,2017,1,14,N
662,1628370,Malik,Monk,Malik Monk,"Monk, Malik",M. Monk,malik-monk,1998-02-04T00:00:00,Kentucky,USA,Kentucky/USA,6-3,200,8,0,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,malik_monk,2017,2025,Y,Y,Y,2017,1,11,N
663,1629117,Wenyen,Gabriel,Wenyen Gabriel,"Gabriel, Wenyen",W. Gabriel,wenyen-gabriel,1997-03-26T00:00:00,Kentucky,South Sudan,Kentucky/South Sudan,6-9,205,5,,Forward,Inactive,N,0,,,,,wenyen_gabriel,2018,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
664,1641871,Duop,Reath,Duop Reath,"Reath, Duop",D. Reath,duop-reath,1996-06-26T00:00:00,Louisiana State,South Sudan,Louisiana State/South Sudan,6-9,245,2,26,Center,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,duop_reath,2023,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
665,1630219,Skylar,Mays,Skylar Mays,"Mays, Skylar",S. Mays,skylar-mays,1997-09-05T00:00:00,Louisiana State,USA,Louisiana State/USA,6-3,205,5,4,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,skylar_mays,2020,2023,Y,Y,Y,2020,2,50,N
666,1628367,Josh,Jackson,Josh Jackson,"Jackson, Josh",J. Jackson,josh-jackson,1997-02-10T00:00:00,Kansas,USA,Kansas/USA,6-8,207,6,55,Guard-Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,josh_jackson,2017,2021,Y,Y,Y,2017,1,4,N
667,1628962,Udoka,Azubuike,Udoka Azubuike,"Azubuike, Udoka",U. Azubuike,udoka-azubuike,1999-09-17T00:00:00,Kansas,Nigeria,Kansas/Nigeria,6-11,270,5,27,Center-Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,udoka_azubuike,2020,2023,Y,Y,Y,2020,1,27,N
668,1630270,Xavier,Sneed,Xavier Sneed,"Sneed, Xavier",X. Sneed,xavier-sneed,1997-12-21T00:00:00,Kansas State,USA,Kansas State/USA,6-5,215,3,19,Forward,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,xavier_sneed,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
669,1630322,Lindy,Waters III,Lindy Waters III,"Waters III, Lindy",L. Waters III,lindy-waters-iii,1997-07-28T00:00:00,Oklahoma State,USA,Oklahoma State/USA,6-5,210,4,43,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,lindy_waters_iii,2021,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
670,1630217,Desmond,Bane,Desmond Bane,"Bane, Desmond",D. Bane,desmond-bane,1998-06-25T00:00:00,TCU,USA,TCU/USA,6-6,215,5,3,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,desmond_bane,2020,2025,N,Y,Y,2020,1,30,N
671,1628386,Jarrett,Allen,Jarrett Allen,"Allen, Jarrett",J. Allen,jarrett-allen,1998-04-21T00:00:00,Texas,USA,Texas/USA,6-9,243,8,31,Center,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,jarrett_allen,2017,2025,N,Y,Y,2017,1,22,N
672,1628959,Rawle,Alkins,Rawle Alkins,"Alkins, Rawle",R. Alkins,rawle-alkins,1997-10-29T00:00:00,Arizona,USA,Arizona/USA,6-5,225,2,20,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,rawle_alkins,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
673,1628424,Kobi,Simmons,Kobi Simmons,"Simmons, Kobi",K. Simmons,kobi-simmons,1997-07-04T00:00:00,Arizona,USA,Arizona/USA,6-5,180,4,,Guard,Inactive,N,0,,,,,kobi_simmons,2017,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
674,1628374,Lauri,Markkanen,Lauri Markkanen,"Markkanen, Lauri",L. Markkanen,lauri-markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,7-1,240,8,23,Forward-Center,Active,Y,1610612762,Jazz,UTA,jazz,Utah,lauri_markkanen,2017,2025,N,Y,Y,2017,1,7,N
675,1630202,Payton,Pritchard,Payton Pritchard,"Pritchard, Payton",P. Pritchard,payton-pritchard,1998-01-28T00:00:00,Oregon,USA,Oregon/USA,6-1,195,5,11,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,payton_pritchard,2020,2025,N,Y,Y,2020,1,26,N
676,1629076,Tyler,Cook,Tyler Cook,"Cook, Tyler",T. Cook,tyler-cook,1997-09-23T00:00:00,Iowa,USA,Iowa/USA,6-8,255,4,25,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,tyler_cook,2019,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
677,1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-6,198,7,13,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,kevin_huerter,2018,2025,N,Y,Y,2018,1,19,N
678,1630216,Cassius,Winston,Cassius Winston,"Winston, Cassius",C. Winston,cassius-winston,1998-02-28T00:00:00,Michigan State,USA,Michigan State/USA,6-1,185,3,5,Guard,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,cassius_winston,2020,2021,Y,Y,Y,2020,2,53,N
679,1628970,Miles,Bridges,Miles Bridges,"Bridges, Miles",M. Bridges,miles-bridges,1998-03-21T00:00:00,Michigan State,USA,Michigan State/USA,6-7,225,6,0,Forward,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,miles_bridges,2018,2025,N,Y,Y,2018,1,12,N
680,1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,6,17,Guard-Forward,Active,Y,1610612749,Bucks,MIL,bucks,Milwaukee,amir_coffey,2019,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
681,1629676,Isaiah,Roby,Isaiah Roby,"Roby, Isaiah",I. Roby,isaiah-roby,1998-02-03T00:00:00,Nebraska,USA,Nebraska/USA,6-8,230,5,18,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,roby_isaiah,2019,2022,Y,Y,Y,2019,2,45,N
682,1630695,Micah,Potter,Micah Potter,"Potter, Micah",M. Potter,micah-potter,1998-04-06T00:00:00,Wisconsin,USA,Wisconsin/USA,6-9,248,5,25,Center,Inactive,Y,1610612762,Jazz,UTA,jazz,Utah,micah_potter,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
683,1630205,Lamar,Stevens,Lamar Stevens,"Stevens, Lamar",L. Stevens,lamar-stevens,1997-07-09T00:00:00,Penn State,USA,Penn State/USA,6-7,230,6,8,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,lamar_stevens,2020,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
684,1629035,Carsen,Edwards,Carsen Edwards,"Edwards, Carsen",C. Edwards,carsen-edwards,1998-03-12T00:00:00,Purdue,USA,Purdue/USA,5-11,200,4,4,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,carsen_edwards,2019,2021,Y,Y,Y,2019,2,33,N
685,1630647,Eugene,Omoruyi,Eugene Omoruyi,"Omoruyi, Eugene",E. Omoruyi,eugene-omoruyi,1997-02-14T00:00:00,Oregon,Nigeria,Oregon/Nigeria,6-6,235,4,97,Forward,Inactive,Y,1610612764,Wizards,WAS,wizards,Washington,eugene_omoruyi,2021,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
686,1628366,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,lonzo-ball,1997-10-27T00:00:00,UCLA,USA,UCLA/USA,6-5,190,8,2,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,lonzo_ball,2017,2025,N,Y,Y,2017,1,2,N
687,1628387,Ike,Anigbogu,Ike Anigbogu,"Anigbogu, Ike",I. Anigbogu,ike-anigbogu,1998-10-16T00:00:00,UCLA,USA,UCLA/USA,6-10,250,3,,Center,Inactive,N,0,,,,,ike_anigbogu,2017,2018,Y,Y,Y,2017,2,47,N
688,1628388,T.J.,Leaf,T.J. Leaf,"Leaf, T.J.",T. Leaf,tj-leaf,1997-04-30T00:00:00,UCLA,USA,UCLA/USA,6-10,222,5,18,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,tj_leaf,2017,2020,Y,Y,Y,2017,1,18,N
689,1629001,De'Anthony,Melton,De'Anthony Melton,"Melton, De'Anthony",D. Melton,deanthony-melton,1998-05-28T00:00:00,Southern California,USA,Southern California/USA,6-2,200,7,8,Guard,Active,N,1610612744,Warriors,GSW,warriors,Golden State,deanthony_melton,2018,2025,Y,Y,Y,2018,2,46,N
690,1630190,Elijah,Hughes,Elijah Hughes,"Hughes, Elijah",E. Hughes,elijah-hughes,1998-03-10T00:00:00,Syracuse,USA,Syracuse/USA,6-5,215,3,19,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,elijah_hughes,2020,2021,Y,Y,Y,2020,2,39,N
691,1629717,Armoni,Brooks,Armoni Brooks,"Brooks, Armoni",A. Brooks,armoni-brooks,1998-06-05T00:00:00,Houston,USA,Houston/USA,6-3,195,3,,Guard,Inactive,N,0,,,,,armoni_brooks,2020,2023,Y,Y,Y,2019,,,N
692,1630559,Austin,Reaves,Austin Reaves,"Reaves, Austin",A. Reaves,austin-reaves,1998-05-29T00:00:00,Oklahoma,USA,Oklahoma/USA,6-5,197,4,15,Guard,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,austin_reaves,2021,2025,N,Y,Y,Undrafted,Undrafted,Undrafted,N
693,1630238,Malik,Fitts,Malik Fitts,"Fitts, Malik",M. Fitts,malik-fitts,1997-07-04T00:00:00,St. Mary's College,USA,St. Mary's College/USA,6-5,230,3,8,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,malik_fitts,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
694,1628961,Kostas,Antetokounmpo,Kostas Antetokounmpo,"Antetokounmpo, Kostas",K. Antetokounmpo,kostas-antetokounmpo,1997-11-20T00:00:00,Dayton,Greece,Dayton/Greece,6-10,200,4,37,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kostas_antetokounmpo,2018,2020,Y,Y,Y,2018,2,60,N
695,1629718,Charlie,Brown Jr.,Charlie Brown Jr.,"Brown Jr., Charlie",C. Brown Jr.,charlie-brown-jr,1997-02-02T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-6,199,5,4,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,charles_brown,2019,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
696,1628365,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,markelle-fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,6-4,209,9,20,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,markelle_fultz,2017,2024,N,Y,Y,2017,1,1,N
697,1629060,Rui,Hachimura,Rui Hachimura,"Hachimura, Rui",R. Hachimura,rui-hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230,6,28,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,rui_hachimura,2019,2025,N,Y,Y,2019,1,9,N
698,1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-9,250,8,12,Forward-Center,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,zach_collins,2017,2025,Y,Y,Y,2017,1,10,N
699,1629681,Killian,Tillie,Killian Tillie,"Tillie, Killian",K. Tillie,killian-tillie,1998-03-05T00:00:00,Gonzaga,France,Gonzaga/France,6-9,220,3,35,Forward-Center,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,killian_tillie,2020,2021,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
700,1630201,Malachi,Flynn,Malachi Flynn,"Flynn, Malachi",M. Flynn,malachi-flynn,1998-05-09T00:00:00,San Diego State,USA,San Diego State/USA,6-1,185,4,,Guard,Inactive,Y,0,,,,,malachi_flynn,2020,2024,Y,Y,Y,2020,1,29,N
701,1629667,Jalen,McDaniels,Jalen McDaniels,"McDaniels, Jalen",J. McDaniels,jalen-mcdaniels,1998-01-31T00:00:00,San Diego State,USA,San Diego State/USA,6-9,190,7,,Forward,Inactive,Y,0,,,,,jalen_mcdaniels,2019,2024,Y,Y,Y,2019,2,52,N
702,1630259,Jordan,Ford,Jordan Ford,"Ford, Jordan",J. Ford,jordan-ford,1998-05-26T00:00:00,St. Mary's College,USA,St. Mary's College/USA,6-1,175,2,31,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,jordan_ford,2023,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
703,1630241,Sam,Merrill,Sam Merrill,"Merrill, Sam",S. Merrill,sam-merrill,1996-05-15T00:00:00,Utah State,USA,Utah State/USA,6-4,205,5,5,Guard,Active,Y,1610612739,Cavaliers,CLE,cavaliers,Cleveland,sam_merrill,2020,2025,Y,Y,Y,2020,2,60,N
704,1630288,Jeff,Dowtin Jr.,Jeff Dowtin Jr.,"Dowtin Jr., Jeff",J. Dowtin Jr.,jeff-dowtin-jr,1997-05-10T00:00:00,Rhode Island,USA,Rhode Island/USA,6-3,177,5,11,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,jeff_dowtin,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
705,1630237,Anthony,Lamb,Anthony Lamb,"Lamb, Anthony",A. Lamb,anthony-lamb,1998-01-20T00:00:00,Vermont,USA,Vermont/USA,6-6,227,4,40,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,anthony_lamb,2020,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
706,1631386,Tazé,Moore,Tazé Moore,"Moore, Tazé",T. Moore,tazé-moore,1998-06-29T00:00:00,Houston,USA,Houston/USA,6-5,195,1,,Guard,Inactive,Y,0,,,,,taze_moore,2023,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
707,1629671,Miye,Oni,Miye Oni,"Oni, Miye",M. Oni,miye-oni,1997-08-04T00:00:00,Yale,USA,Yale/USA,6-5,206,4,,Guard-Forward,Inactive,Y,0,,,,,miye_oni,2019,2021,Y,Y,Y,2019,2,58,N
708,1630696,Dru,Smith,Dru Smith,"Smith, Dru",D. Smith,dru-smith,1997-12-30T00:00:00,Missouri,USA,Missouri/USA,6-2,203,3,12,Guard,Active,Y,1610612748,Heat,MIA,heat,Miami,dru_smith,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
709,1630639,A.J.,Lawson,A.J. Lawson,"Lawson, A.J.",A. Lawson,aj-lawson,2000-07-15T00:00:00,South Carolina,Canada,South Carolina/Canada,6-6,179,3,0,Guard,Active,Y,1610612761,Raptors,TOR,raptors,Toronto,aj_lawson,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
710,1628993,Alize,Johnson,Alize Johnson,"Johnson, Alize",A. Johnson,alize-johnson,1996-04-22T00:00:00,Missouri State,USA,Missouri State/USA,6-8,212,6,,Forward,Inactive,Y,0,,,,,alize_johnson,2018,2022,Y,Y,Y,2018,2,50,N
711,1630268,Nate,Darling,Nate Darling,"Darling, Nate",N. Darling,nate-darling,1998-08-30T00:00:00,Delaware,Canada,Delaware/Canada,6-6,200,2,30,Guard,Inactive,Y,1610612766,Hornets,CHA,hornets,Charlotte,nate_darling,2020,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
712,1630233,Nathan,Knight,Nathan Knight,"Knight, Nathan",N. Knight,nathan-knight,1997-09-20T00:00:00,William & Mary,USA,William & Mary/USA,6-8,253,4,13,Forward-Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,nathan_knight,2020,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
713,1629203,Jemerrio,Jones,Jemerrio Jones,"Jones, Jemerrio",J. Jones,jemerrio-jones,1995-04-09T00:00:00,New Mexico State,USA,New Mexico State/USA,6-5,175,2,,Forward,Inactive,N,0,,,,,jemerrio_jones,2018,2021,Y,Y,Y,2018,,,N
714,1630637,Carlik,Jones,Carlik Jones,"Jones, Carlik",C. Jones,carlik-jones,1997-12-23T00:00:00,Louisville,USA,Louisville/USA,6-0,174,3,22,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,carlik_jones,2021,2022,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
715,1630284,Kevon,Harris,Kevon Harris,"Harris, Kevon",K. Harris,kevon-harris,1997-06-24T00:00:00,Stephen F. Austin,USA,Stephen F. Austin/USA,6-5,216,2,8,Guard,Active,Y,1610612745,Rockets,HOU,rockets,Houston,kevon_harris,2022,2025,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
716,1628977,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,hamidou-diallo,1998-07-31T00:00:00,Kentucky,USA,Kentucky/USA,6-5,202,6,,Guard,Inactive,N,0,,,,,hamidou_diallo,2018,2023,Y,Y,Y,2018,2,45,N
717,1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250,7,55,Center-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,isaiah_hartenstein,2018,2025,Y,Y,Y,2017,2,43,N
718,1628390,Terrance,Ferguson,Terrance Ferguson,"Ferguson, Terrance",T. Ferguson,terrance-ferguson,1998-05-17T00:00:00,Adelaide,USA,Adelaide/USA,6-6,190,4,,Guard,Inactive,N,0,,,,,terrance_ferguson,2017,2020,Y,Y,Y,2017,1,21,N
719,1628373,Frank,Ntilikina,Frank Ntilikina,"Ntilikina, Frank",F. Ntilikina,frank-ntilikina,1998-07-28T00:00:00,Strasbourg IG,France,Strasbourg IG/France,6-4,200,7,,Guard,Inactive,N,0,,,,,frank_ntilikina,2017,2023,N,Y,Y,2017,1,8,N
720,1629066,Rodions,Kurucs,Rodions Kurucs,"Kurucs, Rodions",R. Kurucs,rodions-kurucs,1998-02-05T00:00:00,FC Barcelona,Latvia,FC Barcelona/Latvia,6-9,228,3,,Forward,Inactive,N,0,,,,,rodions_kurucs,2018,2020,Y,Y,Y,2018,2,40,N
721,1629059,Elie,Okobo,Elie Okobo,"Okobo, Elie",E. Okobo,elie-okobo,1997-10-23T00:00:00,Elan Bearnais,France,Elan Bearnais/France,6-3,190,3,2,Forward-Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,elie_okobo,2018,2019,Y,Y,Y,2018,2,31,N
722,1629083,Arnoldas,Kulboka,Arnoldas Kulboka,"Kulboka, Arnoldas",A. Kulboka,arnoldas-kulboka,1998-01-04T00:00:00,Bilbao,Lithuania,Bilbao/Lithuania,6-10,209,2,98,Forward,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,arnoldas_kulboka,2021,2021,Y,Y,Y,2018,2,55,N
723,1629741,Marko,Guduric,Marko Guduric,"Guduric, Marko",M. Guduric,marko-guduric,1995-03-08T00:00:00,Fenerbahce,Serbia,Fenerbahce/Serbia,6-6,201,2,23,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,marko_guduric,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
724,1629738,Vincent,Poirier,Vincent Poirier,"Poirier, Vincent",V. Poirier,vincent-poirier,1993-10-17T00:00:00,Baskonia,France,Baskonia/France,7-0,235,2,,Center-Forward,Inactive,N,0,,,,,vincent_poirier,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
725,1629739,William,Howard,William Howard,"Howard, William",W. Howard,william-howard,1993-10-25T00:00:00,Limoges,France,Limoges/France,6-8,207,2,52,Forward-Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,william_howard,2019,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
726,1629012,Collin,Sexton,Collin Sexton,"Sexton, Collin",C. Sexton,collin-sexton,1999-01-04T00:00:00,Alabama,USA,Alabama/USA,6-3,190,7,8,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,collin_sexton,2018,2025,N,Y,Y,2018,1,8,N
727,1642024,Alex,Reese,Alex Reese,"Reese, Alex",A. Reese,alex-reese,1999-05-21T00:00:00,Alabama,USA,Alabama/USA,6-9,245,2,65,Forward-Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,alex_reese,2024,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
728,1630529,Herbert,Jones,Herbert Jones,"Jones, Herbert",H. Jones,herbert-jones,1998-10-06T00:00:00,Alabama,USA,Alabama/USA,6-7,206,4,2,Forward,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,herbert_jones,2021,2025,N,Y,Y,2021,2,35,N
